title,types,score,drector,writer,actor,account,country,label,flim_version
寒蝉鸣泣之时,"剧情, 恐怖, 惊悚",5.3,及川中,"及川中, 龙骑士07","前田公辉, 飞鸟凛, 松山爱里, 爱花, 川原亚矢子, 小野恵令奈",1796,日本,0.95188,1
尸骨无存3：零号病人,恐怖,5.3,Kaare Andrews,Jake Wade Wall,"Sean Astin, Jillian Murray, Currie Graham |",1778,美国,0.94234,1
香港第一凶宅,"剧情, 恐怖",5.3,杜励智,杜励智,"黎姿, 黄秋生, 罗兰, 林尚义, 张玉珊",1475,香港,0.78175,1
鬼影实录：诅咒,恐怖,5.3,克里斯托弗·B·兰敦 Christopher B. Landon,克里斯托弗·B·兰敦 Christopher B. Landon,"理查德·卡夫拉尔, 卡洛斯·普拉斯, 戴维·费尔南德斯, 豪尔赫·迪亚斯, 金伯莉·埃布尔斯·因德拉, 埃迪·J.费尔南德斯, 赫克托·路易斯·布斯塔曼特",1176,美国,0.62328,1
飞蛾日记,恐怖,5.3,玛丽·哈伦 Mary Harron,Rachel Klein,"莎拉·伯格, 莎拉·加顿, 莉莉·科尔, 斯科特·斯比德曼",980,"加拿大, 爱尔兰",0.5194,1
办公室僵尸起义,"喜剧, 动作, 恐怖",5.3,林·奥汀 Lin Oeding,"伊恩·肖尔 Ian Shorr, 彼得·甘布尔·罗宾逊 Peter Gamble Robinson","布伦顿·思韦茨, 简·拉维, 卡兰·索尼, 扎克瑞·莱维, 格雷格·亨利, 柯特·富勒, 伊恩·哈丁, 巴里·沙巴卡·亨利, 阿兰·里奇森, 萨姆·戴利, 肯尼斯·崔",866,美国,0.45898,1
丝黛芬妮,恐怖,5.3,阿齐瓦·高斯曼 Akiva Goldsman,"本·柯林斯 Ben Collins, 卢克·皮厄特罗斯基 Luke Piotrowski","弗兰克·格里罗, 安娜·托芙, 哈罗德·佩里诺, 肯尼斯·崔, 席瑞·克鲁克斯, 亚当·拉扎尔-怀特, 乔治·沙佩尔森, Ellen Dubin, Jaimi Paige, Alexa Mansour, Swati Kapila, Deric McCabe, Mataeo Mingo, Al Whiting",799,美国,0.42347,1
吾辈本如斯,"惊悚, 恐怖",5.3,吉姆·米可 Jim Mickle,吉姆·米可 Jim Mickle,"比尔·萨奇, 安拜·柴尔德斯, 朱莉娅·加纳, 凯莉·麦吉利斯, 怀亚特·罗素, 杰克·戈尔",792,美国,0.41976,1
女集中营,"剧情, 动作, 战争, 恐怖",5.3,桂治洪 Chih-Hung Kuei,null,"罗烈, 詹森, 王侠, 刘慧茹, 樊梅生",700,香港,0.371,2
凶魅,恐怖,5.3,"林玉芬 Yufen Lin, 王明灿",Jerry Sun,"关颖, 陈怡蓉, 戴立忍, 陆弈静, 纪欣伶, 林立青",691,台湾,0.36623,1
科学怪鱼,恐怖,5.3,Mark A.Z. Dippé,null,"Tory Kittles, K.D. Aubert, China Chow",679,美国,0.35987,1
猛鬼山坟,恐怖,5.3,伊雷 James Yi Lui,李炳麟,"吴耀汉, 李菁, 伊雷, 沈威, 李国麟, 邵音音, 许绍雄",670,香港,0.3551,1
鬼使神差2,恐怖,5.3,Martin Barnewitz,Todd Farmer,"诺曼·瑞杜斯, Heather Stephens, 克莱尔·霍尔特, 理查德·里尔, Darcy Fowers, 马修·麦克诺提, 劳伦斯·布莱切, Erbi Ago, 阿塔纳斯·斯雷布雷夫",637,美国,0.33761,1
逆转,"惊悚, 恐怖",5.3,José Manuel Cravioto,"Rock Shaink Jr., Keith Kjornes","理查德·泰森, 克里斯托弗·约翰斯, 蒂娜·伊维夫, 斯科特·文森, 基斯·约翰逊",636,美国,0.33708,1
雾人前传,"恐怖, 惊悚",5.3,Dave Payne,Dave Payne,"Michael Robert Brandon, 迈克尔·穆内, 迈克尔·穆内",629,美国,0.33337,1
笔仙大战贞子2,"惊悚, 恐怖",5.3,黄河 He Huang,黄河 He Huang,"奚美丽, 云翔, 朱娅, 王宇凝, 林奕婧",614,中国大陆,0.32542,1
失惊无神,"恐怖, 惊悚",5.3,邱礼涛 Herman Yau,"吴文辉 Man Fai Ng, 麦浩邦, 黄子桓 Edmond Wong","邓丽欣, 傅颖, 萧正楠, 吴浩康, 李逸朗, 李煒成",612,香港,0.32436,0
停滞,恐怖,5.3,Christian James,Dan Palmer,"Dan Palmer, Tamaryn Payne, Mark Holden",556,英国,0.29468,1
尖叫屋大屠杀,"喜剧, 恐怖",5.3,安迪·帕尔默 Andy Palmer,本·贝格利 Ben Begley,"罗伯特·英格兰德, 杰尔·伯恩斯, 斯考蒂·汤姆森, 马特·安吉, 查斯蒂·巴勒斯特罗斯, 克林特·霍华德, 考特尼·盖恩斯, 埃里克·查瓦里亚, 马斯·克雷恩, 康迪斯·德·维瑟, E·E·贝尔, 本·贝格利, 迈克尔·埃里克·里德, 莱格·帕克, 塞巴斯蒂安·塞格尔",543,美国,0.28779,1
牙鬼,"惊悚, 恐怖",5.3,"Christian Bisceglia, Ascanio Malgarini",Christian Bisceglia,"Harriet MacMasters-Green, Sabrina Jolie Perez, 贾勒斯·J·默茨, Matt Patresi, 保罗·保罗尼, 吉奥里亚诺·蒙塔尔多, Susanna Cornacchia, Marco Fattibene, Lucrezia Tosi, Massimiliano Carnevale, Angela Presepi, Marco Basile, Melania Maccaferri, Alice Filippi, Alessia Cannavale",542,意大利,0.28726,1
恶男事件,恐怖,5.3,Kwong-yiu Lee,"呂冠南 Koon-nam Lui, 谭广源","张致恒, 蒋雅文, 古宇, 刘江, 覃恩美",536,香港,0.28408,1
恐怖食肉虫,"恐怖, 爱情",5.3,Jeff Lieberman,Jeff Lieberman,"Don Scardino, Patricia Pearcy",521,美国,0.27613,2
千年湖,"动作, 剧情, 奇幻, 恐怖, 爱情",5.3,李光勋,null,"郑俊镐, 金孝珍, 金惠丽",507,韩国,0.26871,2
灵动：鬼影实录4,恐怖,5.2,"亨利·朱斯特 Henry Joost, 阿里尔·舒曼 Ariel Schulman","克里斯托弗·兰登 Christopher Landon, Chad Feehan","凯蒂·菲德斯通, 凯瑟琳·纽顿, 斯普雷吉·格雷登, 马特·夏夫利, Brady Allen, 史蒂芬·邓纳姆, 亚力桑德拉·李",4364,美国,2.26928,1
死亡占卜,"动作, 惊悚, 冒险, 恐怖",5.2,Stiles White,"亚当·霍罗威茨 Adam Horowitz, 爱德华·基齐斯 Edward Kitsis","奥利维亚·库克, 安娜·科托, 达伦·卡加索夫, 比安卡·A·桑托斯, 道格拉斯·史密斯, 雪莱·亨尼格, 桑尼·梅·艾利森, 林·沙烨, 克劳迪娅·卡茨, 罗宾·莱弗里, 马修·塞特尔",3088,美国,1.60576,1
死亡航班,"动作, 恐怖",5.2,Scott Thomas,"Sidney Iwanter, Mark Onspaugh","Michael P. Gaffney, David Feldman, Bryeon Earle, Kristen Kerr",2696,美国,1.40192,1
鬼三惊2,恐怖,5.2,"Isara Nadee, Kirati Nakintanon, Putipong Saisikaew",null,"萨瓦特·博拉娜波拉特, 素帕娜·吉塔勒拉, Ray MacDonald, 辛扎伊·本班尼, Apapattra Meesang",2495,泰国,1.2974,0
恐怖兔子,恐怖,5.2,清水崇 Takashi Shimizu,"林壮太郎, 保坂大輔, 清水崇","满岛光, 涉谷武尊, 绪川玉木, 大森南朋, 香川照之, 田边桃子",2382,日本,1.23864,1
鬼影实录5：鬼次元,恐怖,5.2,格雷戈里·普罗金 Gregory Plotkin,"杰森·蒲甘 Jason Pagan, 安德鲁·德科曼 Andrew Deutschman, 亚当·罗比特尔 Adam Robitel, 加文·霍夫曼 Gavin Heffernan","克里斯·j·穆雷, 布兰妮·肖, 艾薇·乔治, 丹·吉尔, 奥利维亚·泰勒·达德利, 克洛伊·森格瑞, 杰西卡·泰勒·布朗, 唐·麦克马纳斯, 迈克尔·克拉维克, 哈莉·福特, 艾登·洛夫坎普, 卡拉·皮阔, 马克·斯达格, 丽贝卡·拉森",2223,美国,1.15596,3
原始恐惧,"惊悚, 恐怖",5.2,Josh Reed,"Josh Reed, Nigel Christensen","Zoe Tuckwell-Smith, Krew Boylan, Lindsay Farris",1945,澳大利亚,1.0114,0
别敲两次门,恐怖,5.2,卡拉多克·詹姆斯 Caradog W. James,"马克·哈克比 Mark Huckerby, 尼克·奥斯勒 Nick Ostler","凯缇·萨克霍夫, 露西·宝通, 哈维尔·博泰特, 尼克·莫兰, 普妮·哈吉莫哈玛迪, 乔丹·博尔格, 阿尼雅·马森, 卡勒姆·格里菲思, 大卫·布劳顿-戴维斯, 理查德·迈兰",1830,英国,0.9516,1
诅咒,恐怖,5.2,李虹 Hong Li,"杨江 Jiang Yang, 潇雅 Xiaoya","吴镇宇, 田沅, 隋俊波, 吴玉芳, 肖肖, 俞敏贞",1693,"中国, 香港",0.88036,0
针孔旅社2：前传,"恐怖, 惊悚",5.2,Eric Bross,Mark L. Smith,"艾格尼丝·布鲁根, 大卫·莫斯科, Scott G. Anderson",1689,美国,0.87828,1
地狱之门：耶路撒冷,恐怖,5.2,"Doron Paz, Yoav Paz","Doron Paz, Yoav Paz","耶尔·格洛格拉斯, Yon Tomarkin, Danielle Jadelyn, Dibi Ben-Yosef, Ido Di Capua, Geri Gendel, Tom Graziani, Fares Hananya, Steven Hilder, Yoav Koresh, Sarel Piterman, Mel Rosenberg, Howard Rypp, Ami Smolartchik, Itsko Yampulski",1689,以色列,0.87828,1
人头豆腐汤,"惊悚, 恐怖",5.2,杨志坚Yeung Chi Gin,"萧逸名, 杨志坚","王敏德 , 吴岱融, 海俊杰, 汤盈盈, 邵传勇",1528,香港,0.79456,1
豚鼠系列之6：圣母机器人,恐怖,5.2,Satoru Ogura和Hideshi Hino,"仓本和比人 Kazuhito Kuramoto, Yoshikazu Iwanami","Toshihiko Hino, 高树澪, 田口智朗, Yumi Iori, Misuzu",1395,日本,0.7254,1
邪恶之屋,"恐怖, 惊悚",5.2,缇·威斯特 Ti West,缇·威斯特 Ti West,"乔赛琳·唐娜休, 汤姆·诺南, 玛丽·沃伦诺夫, 格蕾塔·葛韦格, AJ·鲍恩, 迪·沃伦斯, 希瑟·罗博, 莉娜·邓纳姆, 格雷厄姆·瑞斯尼克, 缇·威斯特",1011,美国,0.52572,1
POV 被诅咒的胶片,恐怖,5.2,鶴田法男,鶴田法男,"志田未来, 川口春奈",915,日本,0.4758,1
近道抄出命,"恐怖, 惊悚",5.2,Nicholaus Goossen,"Dan Hannon, Scott Sandler","安德鲁·西雷, 卡特里娜·宝登, 戴夫·弗兰科, 珊农·沃德华德, 尼古拉斯·伊利亚, Shannon Jardine, Josh Emerson, Scott Lyster",813,美国,0.42276,1
城市探险者,"恐怖, 惊悚",5.2,Andy Fetscher,Martin Thau,"Max Riemelt, Nathalie Kelley, Nick Eversman, Klaus Stiglmeier, Catherine de Léan, Brenda Koo, Adolfo Assor, Johannes Klau?ner, Andreas Wisniewski",805,德国,0.4186,1
还魂,"惊悚, 恐怖",5.2,蔡于位,蔡于位,"梁祖仪 Joey Leong, 郑佩佩, 曾江, 梁凯迪, 池素宝",804,新加坡,0.41808,1
撒旦,"喜剧, 恐怖, 惊悚",5.2,金·沙比荣 Kim Chapiron,"Christian Chapiron, 金·沙比荣 Kim Chapiron","文森特·卡索, Olivier Barthelemy, 罗珊娜·马奎达",597,法国,0.31044,1
怪奇！地狱小僧,恐怖,5.2,安里麻里,"谷川誠司, 山本直輝, 日野日出志 Hideshi Hino","山本未来, 津田宽治, 染谷将太, 正司花江, 沼田爆, 赤星満",582,日本,0.30264,0
野生狼性,"奇幻, 恐怖",5.2,Friedrich B?hm,"Friedrich B?hm, Florian Eder","丽芙·泰勒, 布拉德·道里夫, 蓓尔·波利, 詹姆斯·勒格罗, 巴威石·帕特尔, 弗兰克·迪尔, 夏洛特·阿本, 帕特里克·M·沃尔什, 基南·乔利夫, Mike Faist, Troy Ruptash, Kelly Lamor Wilson, Brian Donahue, Julia Rusatsky, Collin Kelly-Sordelet",563,美国,0.29276,1
地下墓穴,"恐怖, 惊悚",5.2,"Tomm Coker, David Elliot",null,"Cabral Ibaka, Cain Manoli, Pink",531,美国,0.27612,0
伐头岭,"恐怖, 惊悚",5.2,Tony Giglio,"Daniel Kay, Tony Giglio","约什·兰德尔, 布兰娜·布朗, 尼克·西塞",507,美国,0.26364,1
人体蜈蚣,恐怖,5.1,汤姆·希克斯 Tom Six,汤姆·希克斯 Tom Six,"艾什琳恩·叶尼, 北村昭博 , 迪特尔·莱瑟, 阿什利 C.威廉姆斯, 安德雷亚斯·利奥波德, Peter Blankenstein",27777,荷兰,14.16627,1
裂口女,恐怖,5.1,白石晃士 K?ji Shiraishi,"白石晃士 K?ji Shiraishi, 横田直幸","佐藤江梨子, 加藤晴彦, 水野美纪, 川合千春",5018,日本,2.55918,1
疑神疑鬼,恐怖,5.1,邱礼涛,秋婷 Ting Chau,"徐熙媛, 刘烨, 胡歌 Ge Hu",3840,中国大陆,1.9584,1
丧尸围城：瞭望塔,恐怖,5.1,Zach Lipovsky,Tim Carter,"罗伯·里格尔, 梅甘·欧瑞, 维吉妮娅·马德森, 杰西·麦特卡尔菲, 基冈·康纳·特雷西, 丹尼斯·海斯伯特, 阿莱克斯·潘诺维奇, 凯利·格泽尔, C.恩斯特·哈斯, Sachin Sahel, 皮特·本森, Paul Lazenby, 曼尼·贾希尼托, Taya Clyne, Nickolas Baric",3730,美国,1.9023,1
恶胎,恐怖,5.1,罗守耀 Dennis Law,罗守耀 Dennis Law,"周秀娜, 吕慧仪, 林雪, 黎诺懿, 区轩玮, 谷祖琳, 卢颂之, 邵美琪",2899,香港,1.47849,1
一百英尺,"恐怖, 惊悚",5.1,Eric Red,Eric Red,"法米克·詹森, 鲍比·坎纳瓦尔, 爱德·维斯特维克, 迈克尔·帕尔, 约翰·法龙",2068,美国,1.05468,2
零,恐怖,5.1,安里麻里 Mari Asato,"安里麻里 Mari Asato, 大冢英志","中条彩未, 森川葵, 小岛藤子, 美山加恋, 山谷花纯, 萩原みのり, 中村ゆり, 浅香航大, 中越典子, 美保纯, 渡辺裕也, 柳生美结",1624,日本,0.82824,1
恐怖休息站2：别回头,"恐怖, 惊悚",5.1,Shawn Papazian,John Shiban,"黛安·萨林格, 杰西·沃德, Richard Tillman, Graham Norris, Joey Mendicino, Julie Mond",1622,美国,0.82722,1
活尸电梯,"惊悚, 恐怖",5.1,丹尼勒·米西奇亚 Daniele Misischia,"克里斯蒂亚诺·西科蒂 Cristiano Ciccotti, 丹尼勒·米西奇亚 Daniele Misischia","亚历山德罗·罗亚, 卡罗利娜·克雷申蒂尼, 克劳迪奥·卡米利, 尤丽狄茜·艾克斯顿, 马科·马内蒂, 丹尼勒·尼西",1612,意大利,0.82212,1
绝魂印,恐怖,5.1,"邝盛, 林子亮, 梁宏志",简士耕,"吴克群, 吴中天, 皮佳娜, 李璨琛",1554,"台湾, 泰国",0.79254,0
新万圣节2,恐怖,5.1,Rob Zombie,Charlie Peters,"雪莉·穆恩·赞比, Chase Wright Vanek, 丝柯·泰勒-考普顿, 布拉德·道里夫, 卡罗琳·威廉姆斯, 马尔科姆·麦克道威尔",1296,美国,0.66096,0
藏尸楼,恐怖,5.1,黑泽清 Kiyoshi Kurosawa,黑泽清 Kiyoshi Kurosawa,"中谷美纪, 丰川悦司, 西岛秀俊, 安达祐实, 江口德子",1206,"日本, 韩国",0.61506,1
如影随形,"剧情, 恐怖, 惊悚",5.1,Mickey Liddell,"John Travis, Rebecca Sonnenshine","海莉·贝内特, 切斯·克劳福, 珊农·沃德华德, 尼娜·谢马兹克, 杰克·韦伯",1182,美国,0.60282,1
校园鬼,"剧情, 恐怖",5.1,"金赵光寿 Jho Kwang-soo Kim, 赵恩京 Eun-jung Cho, 余明俊 Myung-jun Yeo",金赵光寿 Jho Kwang-soo Kim,"韩艺璃, 金花雨, 申智秀, 朴元尚, 李钟硕",1164,韩国,0.59364,1
人狼游戏：疯狂的狐狸,恐怖,5.1,绫部真弥 Ayabe Maya,"川上亮 Ryo Kawakami, 绫部真弥 Ayabe Maya","高月彩良, 富手麻妙, 柾木玲弥, 斎藤嘉樹, 萩原实里, 富田佳辅, 長村航希, 村上穂乃佳, 水石亜飛夢, 奥村秀人, 山根綺, 藤井武美",969,日本,0.49419,1
凶地,恐怖,5.1,"普安农  Poj Arnon, Achira Nokthet, Thanadol Nualsuth, Thanatat Sookcharoen","普安农  Poj Arnon, 詹姆士, 迈克, 阿平","平采娜·乐维瑟派布恩, Golf Pichaya Nitipaisalkul, Ivrin Osathanond, Manatsanun Phanlerdwongsakul, Nick Kunatip Pinpradab, Pharanyu Rojanawuthitham, Padung Songsang, Tanwarin Sukkhapisit, Chaiwat Thongsaeng, 查理·瑞纳",949,泰国,0.48399,1
幽灵樟宜,"惊悚, 恐怖",5.1,Andrew Lau,Andrew Lau,"Audi Khalis, Farid Azlam, Sheena Chung",930,新加坡,0.4743,0
恐怖故事3：火星来的少女,恐怖,5.1,"白承彬 Seung-bin Baek, 金宣 Sun Kim, 金曲 Gok Kim, 闵奎东 Kyu-Dong Min","白承彬 Seung-bin Baek, 金宣 Sun Kim, 金曲 Gok Kim","任瑟雍, 庆收真, 朴正民, 洪恩熙",843,韩国,0.42993,1
邪恶幼灵,恐怖,5.1,J.S. Cardone,"博兹·大卫逊 Boaz Davidson, Ben Nedivi","Lori Heuring, Scout Taylor-Compton, Chloe Moretz",787,美国,0.40137,1
色欲情仇,"剧情, 惊悚, 恐怖, 情色",5.1,Vivek Agnihotri,null,"Paoli Dam, Gulshan Devaiya, Saurad Dubey",655,印度,0.33405,1
杀戮场,"惊悚, 恐怖",5.1,达米恩·鲍尔 Damien Power,达米恩·鲍尔 Damien Power,"米茨·鲁尔曼, 哈丽特·戴尔, 亚伦·佩德森, 斯蒂芬·亨特, 缇娅妮·库普兰, 伊恩·麦杜思, 塔拉·杰德·博格, 玛雅·施坦格, 亚伦·格伦尼, 艾尔利·多兹, 朱利安·加纳, 马克·加达莱塔, 迈克尔·诺特",627,澳大利亚,0.31977,1
闹鬼校园,"惊悚, 恐怖",5.1,竹本聡志 Satoshi Takemoto,"栉木理宇 Ry? Kushiki, 徳尾浩司 Tokuda Koji","中山优马, 岛崎遥香, 大野拓朗, 高桥玛莉润, 安井谦太郎, 大和田伸也",621,日本,0.31671,1
我们依然在这,恐怖,5.1,Ted Geoghegan,Ted Geoghegan,"安德鲁·山斯尼格, 巴巴拉·克兰普顿, Larry Fesseden, 丽莎·玛丽, 蒙特·马卡姆",613,美国,0.31263,1
双子,恐怖,5.1,冯远文,"梁德森 Tak-Sam Leong, 钟盛远","何華超, 白田久子, 彭敬慈, 关宝慧, 陈山聪, 黎应就, 宋本中, 潘冠霖, 吴巧垚, 麦咏麟",529,香港,0.26979,0
裂口女0：开端,恐怖,5.1,儿玉和土,儿玉和土,"折山美由, 远藤舞, 品川彻, 播田美保, 柳忧怜",515,日本,0.26265,1
这个高中没有鬼 2,"喜剧, 惊悚, 恐怖",5.1,普安农  Poj Arnon,null,"Pongpitch Preechaborisuthikul, Wanida Termthanaporn",507,泰国,0.25857,0
最后的吸血鬼,"动作, 惊悚, 恐怖",5,Chris Nahon,"神山健治, 寺田克也, Chris Chow","全智贤, 小雪, 艾莉森·米勒, 玛歇娜·卢莎, 约翰·约瑟夫·菲尔德, 仓田保昭",7118,"香港, 法国, 中国大陆",3.559,1
七夜,"惊悚, 恐怖",5,张菁 Jing Zhang,魏晓霞 Xiaoxia Wei,"张静初, 蒋勤勤, 柳云龙",3726,中国大陆,1.863,1
制服诱惑2：地下法庭,"动作, 剧情, 恐怖",5,邓衍成 Billy Tang,"Cary Cheung, 郑剑锋 Kim Fung Cheng","林熙蕾, 黎姿, 张文慈, 黄家诺, 李婉华, 贾仕峰, 林国杰, 罗兰, 李菲, 梁绰满, 苏伟南, 陆剑青",1109,香港,0.5545,1
雪山惊魂3,恐怖,5,Mikkel Br?nne Sandemose,"Peder Fuglerud, Lars Gudmestad","Ida Marie Bakkerud, Kim S. Falck-J?rgensen, P?l Stokka, Julie Rusti, Arthur Berning, Sturla Rui",1006,挪威,0.503,1
下一个就是你,恐怖,5,James K. Jones,"Dan DeLuca, James K. Jones","迪娜·迈耶, 乔治·纽伯恩, 奇希·劳尔兹, Dan DeLuca, 弗兰克·威利",951,美国,0.4755,1
嚎叫,恐怖,5,Paul Hyett,"Mark Huckerby, Nick Ostler","爱德华·斯皮伊尔斯, 艾略特·科万, 阿米特·沙阿, 肖娜·麦克唐纳德, 罗伯特·奈尔恩",897,英国,0.4485,1
我的吸血鬼老板,"喜剧, 恐怖",5,"""Brian James OConnell""",Ryan Mitts,"弗兰·克朗茨, 佩德罗·帕斯卡, 伊薇特·耶茨",888,美国,0.444,1
新女儿,"恐怖, 惊悚",5,Luis Berdejo,"John Travis, John Connolly","凯文·科斯特纳, 伊万娜·巴克罗, 盖特林·格里菲斯",877,美国,0.4385,1
死水,恐怖,5,吉姆·格莱斯皮 Jim Gillespie,Flint Dille,"乔纳森·杰克逊, 艾格尼丝·布鲁根, 梅根·古德, 马索·曼恩, 碧悠·菲利浦斯, 斯塔西·达维斯, 马库斯·里尔·布朗",828,美国,0.414,1
鬼哭神嚎：觉醒,"惊悚, 恐怖",5,弗兰克·卡方 Franck Khalfoun,弗兰克·卡方 Franck Khalfoun,"贝拉·索恩, 卡梅隆·莫纳汉, 詹妮弗·杰森·李, 泰勒·斯波瑞特勒, 托马斯·曼, 麦肯娜·格瑞丝, Dan Martino, Hunter Goligoski, Brian Breiter",802,美国,0.401,1
生化特警之丧尸任务,"喜剧, 恐怖",5,郑伟文 Wai-Man Cheng,司徒卓汉 Chuek-Hon Szeto,"冯德伦, 李灿森, 陈蕙明, 陈炜, 黎骏, 许绍雄, 吴志雄, 梁焯满",741,香港,0.3705,1
最后一日,恐怖,5,瓦列·米利夫 Valeri Milev,迈克·赫斯特 Michael Hurst,"布鲁斯·佩恩, 丹妮拉·阿隆索, 罗杰·R.克劳斯, 斯科特·阿金斯, 杰西·加西亚, 迪米特尔·多切诺夫, 雷克·安德森, 莱乔·瓦斯列夫",720,美国,0.36,1
梵蒂冈录像带,"惊悚, 恐怖",5,马克·耐沃尔代 Mark Neveldine,"克里斯·摩根 Chris Morgan, Christopher Borrelli","杰曼·翰苏, 凯瑟琳·罗伯特森, 迈克尔·佩纳, 多格雷·斯科特, 迈克尔·帕尔, 约翰·帕特里克·阿梅多利, 丹尼尔·伯哈特, 奥利维亚·泰勒·达德利, 彼得·安德森, 卡斯·安瓦尔, 布鲁诺·冈恩, 肯特·绍克内克, 梅尔·法尔, Noemi Gonzalez, 泰米娜·森尼",702,美国,0.351,1
阴阳路8：棺材仔,"喜剧, 恐怖",5,阮志强,林华勋,"陈松伶, 雷宇扬, 罗兰, 张可颐, 唐家辉, 谭小环",681,香港,0.3405,0
繁殖,"惊悚, 恐怖",5,Nick Mastandrea,"Robert Conte, Peter Wortmann","Michelle Rodriguez, Eric Lively, Oliver Hudson",572,美国/南非,0.286,1
鬼请你睇戏,"恐怖, 惊悚",5,钟少雄,钟少雄,"姚乐怡, 孙佳君, 李蕙敏, 张文慈, 钱嘉乐, 汤盈盈, 黎耀祥, 雷宇扬, 陈浩民, 吴镇宇",568,香港,0.284,1
猛男军中鬼故事,"惊悚, 恐怖",5,陈启全 Gilbert Chan,陈启全 Gilbert Chan,"李国煌 Mark Lee, 许亮宇",511,新加坡,0.2555,1
致命弯道5,"惊悚, 恐怖",4.9,"""德克兰·奥布莱恩 Declan OBrien""","""德克兰·奥布莱恩 Declan OBrien"", 艾伦·B·罗伊 Alan B. McElroy","道格·布拉德利, 卡米拉·阿维森, Simon Ginty, 罗姗妮·麦琪, Paul Luebke, Kyle Redmond-Jones, 拉多斯拉夫·巴瓦诺夫, 菲恩·琼斯, 安德鲁·伯恩, 哈里·阿尼奇金",7278,美国,3.56622,1
瑜伽学院,恐怖,4.9,尹载然 Jae-yeon Yun,尹载然 Jae-yeon Yun,"柳真, 朴寒星, 李英珍, 车秀妍, 黄胜嫣, 金惠娜",4138,韩国,2.02762,0
陌生人,"恐怖, 惊悚",4.9,Bryan Bertino,Bryan Bertino,"丽芙·泰勒, 斯科特·斯比德曼, 格伦·豪尔顿, 嘉玛·沃德, Kip Weeks",4017,美国,1.96833,2
夺命金字塔,恐怖,4.9,Grégory Levasseur,"Daniel Meersand, Nick Simon","阿什丽·欣肖, 丹尼斯·欧哈拉, 詹姆斯·巴克利, Christa Nicola, Amir K, Faycal Attougui, Philip Shelley",2711,美国,1.32839,1
吸血鬼学院,"爱情, 奇幻, 恐怖",4.9,马克·沃特斯 Mark Waters,丹尼尔·沃特斯 Daniel Waters,"佐伊·达奇, 露西·弗莱, 多米尼克·谢尔伍德, 萨拉·海蓝德, 丹尼拉·科兹洛夫斯基, 卡梅隆·莫纳汉",2464,美国,1.20736,1
端岛计划,"惊悚, 冒险, 恐怖",4.9,皮亚潘·秋贝绮 Piyapan Choopetch,Adirek Wattaleela,"苏查拉·玛娜英, 阿萍雅·萨库尔加伦苏, 披拉·尼迪裴善官, 亚历山大·伦德尔",1335,泰国,0.65415,1
传染歌,恐怖,4.9,原田真人 Masato Harada,"原田真人 Masato Harada, 羽原大介 Daisuke Habara, 秋元康 Yasushi Akimoto","松田龙平, 伊势谷友介, 阿部宽, 木村佳乃",1047,日本,0.51303,1
猛鬼生日宴,"惊悚, 恐怖",4.9,韦斯·克雷文 Wes Craven,韦斯·克雷文 Wes Craven,"Max Thieriot, Denzel Whitaker, Frank Grillo, Zena Grey",1024,美国,0.50176,1
换皮,"惊悚, 恐怖",4.9,Norbert Keil,"Norbert Keil, 理查德·斯坦利 Richard Stanley","瑞贝卡·福斯蒂, 露西·阿伦, 巴巴拉·克兰普顿, Sean Knopp, Adnan Maral",852,"德国, 加拿大 Canada",0.41748,1
